Larus canus
Larus cirrocephalus
Larus crassirostris
Larus delawarensis
Larus dominicanus
Larus fuliginosus
Larus fuscus
Larus genei
Larus glaucescens
Larus glaucoides
Larus hartlaubii
Larus heermanni
Larus hemprichii
Larus hyperboreus
Larus ichthyaetus
Larus leucophthalmus
Larus livens
Larus maculipennis
Larus marinus
Larus melanocephalus
Larus michahellis
Larus minutus
Larus modestus
Larus novaehollandiae
Larus occidentalis
Larus pacificus
Larus philadelphia
Larus pipixcan
Larus relictus
Larus ridibundus
Larus saundersi
Larus schistisagus
Larus scopulinus
Larus serranus
Larus thayeri
Leucophaeus scoresbii
Pagophila eburnea
Phaetusa simplex
Procelsterna albivitta
Procelsterna cerulea
Rhodostethia rosea
Rissa brevirostris
Rissa tridactyla
Rynchops albicollis
Rynchops flavirostris
Rynchops niger
Sterna acuticauda
Sterna albifrons
Sterna albostriata
Sterna aleutica
Sterna anaethetus
Sterna antillarum
Sterna aurantia
Sterna balaenarum
Sterna bengalensis
Sterna bergii
Sterna bernsteini
Sterna caspia
Sterna dougallii
Sterna elegans
Sterna forsteri
Sterna fuscata
Sterna hirundinacea
Sterna hirundo
Sterna lorata
Sterna lunata
Sterna maxima
Sterna nereis
Sterna nilotica
Sterna paradisaea
Sterna repressa
Sterna sandvicensis
Sterna saundersi
Sterna striata
Sterna sumatrana
Sterna superciliaris
Sterna trudeaui
Sterna virgata
Sterna vittata
Xema sabini
Pedionomus torquatus
Cladorhynchus leucocephalus
Himantopus himantopus
Himantopus leucocephalus
Himantopus mexicanus
Himantopus novaezelandiae
Recurvirostra americana
Recurvirostra andina
Recurvirostra avosetta
Recurvirostra novaehollandiae
Rostratula australis
Rostratula benghalensis
Rostratula semicollaris
Actitis hypoleucos
Actitis macularius
Aphriza virgata
Arenaria interpres
Arenaria melanocephala
Bartramia longicauda
Calidris acuminata
Calidris alba
Calidris alpina
Calidris bairdii
Calidris canutus
Calidris ferruginea
Calidris fuscicollis
Calidris himantopus
Calidris maritima
Calidris mauri
Calidris melanotos
Calidris minuta
Calidris minutilla
Calidris ptilocnemis
Calidris pusilla
Calidris ruficollis
Calidris subminuta
Calidris temminckii
Calidris tenuirostris
Catoptrophorus semipalmatus
